"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총인원"
"3130000","313000001019970002","19970327","","03","폐업","0002","폐업","20031206","","","","","0","","서울특별시 마포구 망원동 410-25  번지 ","","","박재용동물병원","2003-12-06 10:45:54","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3130000","313000001019990001","19990201","","03","폐업","0002","폐업","20070820","","","","338-9916","0","","서울특별시 마포구 서교동 447-2   번지 ","","","아프리카동물병원","2007-08-20 15:44:53","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3130000","313000001019990002","19990316","","03","폐업","0002","폐업","20040413","","","","","0","","서울특별시 마포구 서교동 461-1   번지 ","","","다솔동물병원","2004-04-13 13:42:36","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3130000","313000001020000002","20000614","","03","폐업","0002","폐업","20051215","","","","","0","","서울특별시 마포구 아현동 ","","","아현종합동물병원","2005-12-15 16:23:30","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3130000","313000001020040001","20040105","","03","폐업","0002","폐업","20170629","","","","336-0073","0","","서울특별시 마포구 망원동 477-3번지 한익빌딩 1층 ","서울특별시 마포구 월드컵로 147 (망원동,한익빌딩 1층)","","이황동물병원","2017-06-30 11:08:58","I","2018-08-31 23:59:59.0","","191575.269184357    ","450948.23362786     ","동물병원","","","000",""
"3130000","313000001020040002","20040105","","03","폐업","0002","폐업","20040826","","","","302-1568","0","","서울특별시 마포구 성산동 515번지 월드컵경기장내  2층 ","서울특별시 마포구 월드컵로 240 (성산동,월드컵경기장내  2층)","","사랑동물병원","2004-08-26 10:59:04","I","2018-08-31 23:59:59.0","","191010.381048042    ","451972.154018501    ","동물병원","","","000",""
"3130000","313000001020040003","20040113","","03","폐업","0002","폐업","20040622","","","","3142-7298","0","","서울특별시 마포구 성산동 253-16번지 1층 ","서울특별시 마포구 월드컵로 118 (성산동,1층)","","다솔동물병원","2004-06-22 10:09:50","I","2018-08-31 23:59:59.0","","191790.901032994    ","450744.252632442    ","동물병원","","","000",""
"3130000","313000001020040004","20040210","","03","폐업","0002","폐업","","","","","711-3375","0","","서울특별시 마포구 염리동 164-4번지 삼부골든타워 106호 ","","","굿모닝동물병원","2014-07-07 10:08:37","I","2018-08-31 23:59:59.0","","195162.104693575    ","449161.449977519    ","동물병원","","","000",""
"3130000","313000001020040005","20040304","","03","폐업","0002","폐업","20140207","","","","704-1800","0","","서울특별시 마포구 노고산동 31-2번지 ","서울특별시 마포구 신촌로 108 (노고산동)","04101","신촌동물병원","2014-02-07 09:56:32","I","2018-08-31 23:59:59.0","","194439.905305796    ","450321.511793847    ","동물병원","","","000",""
"3130000","313000001020040006","20040413","","03","폐업","0002","폐업","","","","","715-0075","0","","서울특별시 마포구 용강동 494-68번지 ","서울특별시 마포구 대흥로 24 (용강동)","","프란다스동물의료센타","2015-12-01 11:40:40","I","2018-08-31 23:59:59.0","","194440.494852785    ","448976.983731133    ","동물병원","","","000",""
"3130000","313000001020040008","20040622","","03","폐업","0002","폐업","20161110","","","20161110","3142-7297","0","","서울특별시 마포구 성산동 253-18번지 ","서울특별시 마포구 월드컵로 122 (성산동)","03971","다솔동물병원","2016-11-10 11:15:20","I","2018-08-31 23:59:59.0","","191766.746242927    ","450774.436891866    ","동물병원","","","000",""
"3130000","313000001020040009","20051103","","03","폐업","0002","폐업","20070131","","","","302-1568","0","","서울특별시 마포구 성산동 515번지 월드컵경기장내 2층 ","서울특별시 마포구 월드컵로 240 (성산동,월드컵경기장내 2층)","","로얄벳동물병원","2007-01-31 16:39:41","I","2018-08-31 23:59:59.0","","191010.381048042    ","451972.154018501    ","동물병원","","","000",""
"3130000","313000001020050001","20050408","","03","폐업","0002","폐업","20170321","","","","3141-8275","0","","서울특별시 마포구 연남동 227-2번지 ","","","연남동물병원","2017-03-21 10:02:55","I","2018-08-31 23:59:59.0","","193474.45158647     ","451066.528107642    ","동물병원","","","000",""
"3130000","313000001020050003","20051102","","03","폐업","0002","폐업","20180115","","","","325-7975","0","","서울특별시 마포구 동교동 179-1번지 ","","","파티마동물병원","2018-01-17 13:30:26","I","2018-08-31 23:59:59.0","","193640.382808545    ","450610.594651414    ","동물병원","","","000",""
"3130000","313000001020070001","20070228","","03","폐업","0002","폐업","20141231","","","","","0","","서울특별시 마포구 공덕동 285번지 ","서울특별시 마포구 마포대로11길 7-18 (공덕동)","","연세종합동물병원","2015-04-07 09:16:49","I","2018-08-31 23:59:59.0","","195785.113314101    ","449544.983364383    ","동물병원","","","000",""
"3130000","313000001020070004","20070614","","03","폐업","0002","폐업","20150602","","","","712-6479","0","","서울특별시 마포구 구수동 57-8번지 ","","","동물병원 가는날","2015-06-02 17:49:43","I","2018-08-31 23:59:59.0","","193962.732581475    ","449337.646084763    ","동물병원","","","000",""
"3130000","313000001020030003","20030528","","03","폐업","0002","폐업","","","","","309-4511","0","","서울특별시 마포구 성산동 94-4번지 ","서울특별시 마포구 월드컵북로 151 (성산동)","","캣츠앤독스 동물병원","2011-09-07 11:38:06","I","2018-08-31 23:59:59.0","","192051.837086207    ","451527.748667617    ","동물병원","","","000",""
"3130000","313000001020030004","20030528","","03","폐업","0002","폐업","20030624","","","","302-1568","0","","서울특별시 마포구 성산동 515번지 월드컵경기장내 2층 ","서울특별시 마포구 월드컵로 240 (성산동,월드컵경기장내 2층)","","사랑동물병원","2003-06-26 10:21:21","I","2018-08-31 23:59:59.0","","191010.381048042    ","451972.154018501    ","동물병원","","","000",""
"3130000","313000001020030006","20030512","","03","폐업","0002","폐업","20080227","","","","375-1963","0","","서울특별시 마포구 성산동 200-24  번지 ","","","와우동물병원","2008-02-29 09:33:45","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3130000","313000001020030007","20030625","","03","폐업","0002","폐업","20040106","","","","302-1568","0","","서울특별시 마포구 성산동 515번지 월드컵경기장내 2층 ","서울특별시 마포구 월드컵로 240 (성산동,월드컵경기장내 2층)","","사랑동물병원","2004-01-06 11:55:35","I","2018-08-31 23:59:59.0","","191010.381048042    ","451972.154018501    ","동물병원","","","000",""
"3130000","313000001020210001","20210510","","04","취소/말소/만료/정지/중지","0004","말소","","","","","023727288","0","","서울특별시 마포구 중동 64-23 ","서울특별시 마포구 월드컵북로38길 14, 4층 (중동)","03941","성산연세약국","2021-09-01 15:34:56","U","2021-09-03 02:40:00.0","","191427.097563261    ","452028.237293526    ","동물병원","","","000",""
"3130000","313000001020170002","20170202","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","0","","서울특별시 마포구 서교동 5-2번지 ","서울특별시 마포구 월드컵로 98 (서교동, 서현빌딩)","03996","푸른숲 동물병원","2017-02-02 13:44:51","I","2018-08-31 23:59:59.0","","191913.193127084    ","450573.671212346    ","동물병원","","","000",""
"3130000","313000001020180003","20180731","","03","폐업","0002","폐업","20200804","","","","02-718-6280","0","","서울특별시 마포구 노고산동 31-2 ","서울특별시 마포구 신촌로 108, 1층 (노고산동)","04101","신촌동물병원","2020-08-04 15:57:51","U","2020-08-06 02:40:00.0","","194439.905305796    ","450321.511793847    ","동물병원","","","000",""
"3130000","313000001020180004","20180831","","03","폐업","0002","폐업","20210714","","","","02-332-7582","0","","서울특별시 마포구 창전동 308-1 ","서울특별시 마포구 독막로 153, 102호 (창전동)","04069","한아름 동물병원","2021-07-14 15:35:56","U","2021-07-16 02:40:00.0","","193780.313436667    ","449496.466525807    ","동물병원","","","000","0"
"3130000","313000001020170010","20171130","","03","폐업","0002","폐업","20180730","","","","027041800","","","서울특별시 마포구 노고산동 31-2번지 ","서울특별시 마포구 신촌로 108, 1층 (노고산동)","04101","신촌동물병원","2018-07-30 16:02:39","I","2018-08-31 23:59:59.0","","194439.905305796    ","450321.511793847    ","동물병원","","","000",""
"3130000","313000001020180001","20180622","","03","폐업","0002","폐업","20190405","","","","02-323-1703","0","","서울특별시 마포구 망원동 478-11번지 ","서울특별시 마포구 월드컵로 125, 4층 (망원동)","03963","한국양봉농협 동물병원","2019-04-08 11:26:38","U","2019-04-10 02:40:00.0","","191685.792779705    ","450778.221420561    ","동물병원","","","L00",""
"3130000","313000001020140002","20140306","","03","폐업","0002","폐업","20180830","","","","","0","","서울특별시 마포구 창전동 308-1 ","서울특별시 마포구 독막로 153 (창전동)","04069","한아름동물병원","2021-07-14 15:31:41","U","2021-07-16 02:40:00.0","","193780.313436667    ","449496.466525807    ","동물병원","","","000","0"
"3130000","313000001020140005","20140516","","03","폐업","0002","폐업","","","","","7186280","0","","서울특별시 마포구 노고산동 31-2번지 ","서울특별시 마포구 신촌로 108, 1층 (노고산동)","04101","신촌동물병원","2015-10-28 11:12:00","I","2018-08-31 23:59:59.0","","194439.905305796    ","450321.511793847    ","동물병원","","","000",""
"3130000","313000001020070005","20070702","","03","폐업","0002","폐업","20090216","","","","704-0750","0","","서울특별시 마포구 성산동 515번지 월드컵경기장 2층 ","서울특별시 마포구 월드컵로 240 (성산동,월드컵경기장 2층)","","쿨펫동물병원","2009-02-16 09:42:02","I","2018-08-31 23:59:59.0","","191010.381048042    ","451972.154018501    ","동물병원","","","000",""
"3130000","313000001020080001","20080229","","03","폐업","0002","폐업","20170629","","","","375-1963","0","","서울특별시 마포구 성산동 200-24번지 ","서울특별시 마포구 월드컵북로 167 (성산동)","03948","와우동물병원","2017-06-30 11:08:11","I","2018-08-31 23:59:59.0","","191960.99393129     ","451640.695752773    ","동물병원","","","000",""
"3130000","313000001020080002","20080722","","03","폐업","0002","폐업","","","","","701-0705","0","","서울특별시 마포구 공덕동 256-13  번지 ","","","공덕 건강한 동물병원","2013-07-02 13:56:00","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3130000","313000001020100001","20100204","","03","폐업","0002","폐업","20170601","","","","63532633","0","","서울특별시 마포구 공덕동 463번지 마포 현대하이엘 110호","서울특별시 마포구 마포대로 173, 110호 (공덕동,마포 현대하이엘)","","파크동물병원(animal. C)","2017-10-30 11:02:01","I","2018-08-31 23:59:59.0","","195900.709427813    ","449728.629171661    ","동물병원","","","000",""
"3130000","313000001020140008","20140711","","03","폐업","0002","폐업","20210219","","","","02-6380-0999","0","","서울특별시 마포구 서교동 457-5 ","서울특별시 마포구 잔다리로 122, 2층 (서교동)","03998","카라동물병원","2021-02-22 16:45:31","U","2021-02-24 02:40:00.0","","192311.611558128    ","450608.668594083    ","동물병원","","","L00",""
"3130000","313000001020140009","20140731","","03","폐업","0002","폐업","20170310","","","","02-309-4511","0","","","서울특별시 마포구 월드컵북로 151 (성산동)","03948","이리온 동물병원 캣츠엔독스점 (상암점)","2017-04-28 17:44:28","I","2018-08-31 23:59:59.0","","192051.837086207    ","451527.748667617    ","동물병원","","","000",""
"3130000","313000001020140010","20141027","","03","폐업","0002","폐업","20181030","","","","02 313 7979","0","","","서울특별시 마포구 마포대로 195 (아현동, 마포래미안 푸르지오 4단지 상가 134호)","04129","닥터M 동물병원","2018-10-30 16:28:07","U","2018-11-01 02:36:04.0","","195818              ","449944              ","동물병원","","","000",""
"3130000","313000001020140011","20141117","","03","폐업","0002","폐업","20201119","","","","02-363-7975","0","","","서울특별시 마포구 마포대로 195 (아현동, 마포래미안푸르지오 4단지상가 214호)","04129","예스 동물병원","2021-05-21 17:12:17","U","2021-05-23 02:40:00.0","","195818              ","449944              ","동물병원","","","000",""
"3130000","313000001020000003","20000831","","01","영업/정상","0000","정상","","","","","02-332-0175","0","","서울특별시 마포구 망원동 386-2 망원 양경회관 ","서울특별시 마포구 월드컵로 65, 망원 양경회관 (망원동)","04018","망원동물종합병원","2021-07-02 15:20:48","U","2021-07-04 02:40:00.0","","192050.493126319    ","450289.256930417    ","동물병원","","","000",""
"3130000","313000001020030008","20031208","","01","영업/정상","0000","정상","","","","","02-3142-0008","0","","서울특별시 마포구 망원동 378-3 ","서울특별시 마포구 월드컵로 73 (망원동)","04013","동물사랑동물병원","2021-07-02 15:22:00","U","2021-07-04 02:40:00.0","","192005.642565774    ","450350.487300161    ","동물병원","","","000",""
"3130000","313000001020070002","20070314","","01","영업/정상","0000","정상","","","","","02-6405-7582","0","","서울특별시 마포구 도화동 182-6 ","서울특별시 마포구 도화길 42 (도화동)","04169","박창석종합동물병원","2021-01-12 09:45:42","U","2021-01-14 02:40:00.0","","195543.867545557    ","448806.629514746    ","동물병원","","","000",""
"3130000","313000001020180007","20181112","","01","영업/정상","0000","정상","","","","","02-6383-0303","0","","서울특별시 마포구 공덕동 404 풍림브이아이피텔 ","서울특별시 마포구 마포대로 127, 풍림브이아이피텔 (공덕동)","04144","콩닥 동물병원","2021-07-20 14:17:11","U","2021-07-22 02:40:00.0","","195703.425296812    ","449330.800717721    ","동물병원","","","000","0"
"3130000","313000001020210003","20210524","","01","영업/정상","0000","정상","","","","","02-6954-7522","","","서울특별시 마포구 염리동 14-149 ","서울특별시 마포구 대흥로24길 24, 마포프레스티지자이상가 B동 107호 (염리동)","04124","서울준동물병원","2021-05-24 11:23:35","I","2021-05-26 00:22:56.0","","195243.086998177    ","450223.927419359    ","동물병원","","","000",""
"3130000","313000001020210004","20210526","","01","영업/정상","0000","정상","","","","","02-376-7675","","","서울특별시 마포구 성산동 151-6 ","서울특별시 마포구 월드컵북로 218, 2층 (성산동)","03941","키다리 동물병원","2021-05-26 17:55:17","I","2021-05-28 00:22:55.0","","191539.563874532    ","451916.77064097     ","동물병원","","","000",""
"3130000","313000001020210002","20210511","","01","영업/정상","0000","정상","","","","","02-3144-3253","0","","서울특별시 마포구 상수동 402 래미안밤섬리베뉴 1 ","서울특별시 마포구 독막로20나길 22, B106호 (상수동, 래미안밤섬리베뉴 1)","04076","삼색이동물병원","2021-05-12 09:17:34","I","2021-05-14 00:22:56.0","","193345.635112784    ","449376.250183242    ","동물병원","","","000",""
"3130000","313000001020170006","20170628","","01","영업/정상","0000","정상","","","","","02-375-1963","0","","서울특별시 마포구 성산동 200-24번지 ","서울특별시 마포구 월드컵북로 167 (성산동)","03948","와우 동물병원","2019-03-27 14:49:12","U","2019-03-29 02:40:00.0","","191960.99393129     ","451640.695752773    ","동물병원","","","000",""
"3130000","313000001020170007","20170630","","01","영업/정상","0000","정상","","","","","02-336-0073","0","","서울특별시 마포구 망원동 477-3 ","서울특별시 마포구 월드컵로 147, 1층 (망원동, 한익빌딩)","03963","이황 동물병원","2021-07-20 14:15:31","U","2021-07-22 02:40:00.0","","191575.269184357    ","450948.23362786     ","동물병원","","","000","0"
"3130000","313000001020170008","20170818","","01","영업/정상","0000","정상","","","","","02-2135-2225","0","","서울특별시 마포구 공덕동 222-2 공덕 메디힐스 지하1층 ","서울특별시 마포구 마포대로11길 35, 공덕 메디힐스 지하1층 (공덕동)","04142","날으는 동물병원","2021-07-20 13:51:04","U","2021-07-22 02:40:00.0","","195703.349698164    ","449630.360348104    ","동물병원","","","000","0"
"3230000","323000001020140003","20140611","","01","영업/정상","0000","정상","","","","","02-431-0275","107.47","","서울특별시 송파구 문정동 4-2 성해아파트상가 1층","서울특별시 송파구 송이로 186, 상가동 1호 (문정동, 성해아파트)","05796","문정탑동물병원","2022-12-05 13:43:58","U","2021-11-02 00:07:00.0","","211133.028370272","443191.963476119","","","","",""
"3130000","313000001020180005","20181002","","01","영업/정상","0000","정상","","","","","02-715-7575","0","","서울특별시 마포구 구수동 56-8","서울특별시 마포구 창전로 50-1 (구수동)","04087","산책 동물병원","2022-11-24 13:13:54","U","2021-10-31 22:06:00.0","","193979.046091656","449401.774277396","","","","",""
"3130000","313000001020180002","20180720","","01","영업/정상","0000","정상","","","","","02-3142-7298","0","","서울특별시 마포구 서교동 444-5","서울특별시 마포구 월드컵로 46, 2층 (서교동)","04029","이층애 고양이동물병원","2022-12-30 10:57:56","U","2022-12-01 00:01:00.0","","192175.308432983","450127.186671719","","","","",""
"3230000","323000001020140001","20140327","","01","영업/정상","0000","정상","","","","","02-6227-7582","85.96","","서울특별시 송파구 방이동 135-1 세림빌딩 1층","서울특별시 송파구 가락로 258, 세림빌딩 1층 (방이동)","05634","라임동물병원","2022-12-05 13:40:42","U","2021-11-02 00:07:00.0","","210444.487653465","445418.501583634","","","","",""
"3130000","313000001020140004","20140430","","01","영업/정상","0000","정상","","","","","02-306-1259","0","","서울특별시 마포구 상암동 115-11 ","서울특별시 마포구 월드컵북로 347, 1층 (상암동)","03912","동물병원 닥터K","2021-09-30 17:00:03","U","2021-10-02 02:40:00.0","","190490.42641517     ","452676.547382437    ","동물병원","","","000","0"
"3130000","313000001020070007","20070822","","01","영업/정상","0000","정상","","","","","02-337-7575","0","","서울특별시 마포구 서교동 447-2 이화빌딩 ","서울특별시 마포구 월드컵북로 27, 이화빌딩 (서교동)","04001","웰케어동물병원","2022-03-24 16:29:30","U","2022-03-26 02:40:00.0","","192782.111359982    ","450515.900711257    ","동물병원","","","000","0"
"3130000","313000001020160002","20160121","","01","영업/정상","0000","정상","","","","","02-393-3588","0","","서울특별시 마포구 아현동 424-14 영지빌딩 ","서울특별시 마포구 마포대로16길 7, 영지빌딩 2층 (아현동)","04205","24시 산들산들 동물병원","2021-07-20 14:12:25","U","2021-07-22 02:40:00.0","","196089.306778496    ","449857.423324988    ","동물병원","","","000","0"
"3130000","313000001020170001","20170126","","01","영업/정상","0000","정상","","","","","02-335-7577","0","","서울특별시 마포구 서교동 5-2번지 ","서울특별시 마포구 월드컵로 98 (서교동, 서현빌딩 1층)","03996","푸른숲 동물병원","2019-03-27 15:07:19","U","2019-03-29 02:40:00.0","","191913.193127084    ","450573.671212346    ","동물병원","","","000",""
"3130000","313000001020170003","20170223","","01","영업/정상","0000","정상","","","","","02-375-7575","0","","서울특별시 마포구 성산동 94-4 성미빌딩 ","서울특별시 마포구 월드컵북로 151, 성미빌딩 1층 (성산동)","03948","라온동물병원","2021-07-20 14:13:12","U","2021-07-22 02:40:00.0","","192051.837086207    ","451527.748667617    ","동물병원","","","000","0"
"3130000","313000001020120001","20120106","","01","영업/정상","0000","정상","","","","","02-326-0275","0","","서울특별시 마포구 망원동 338-76 ","서울특별시 마포구 포은로 64 (망원동)","04018","박효리군 동물병원","2021-07-20 14:01:28","U","2021-07-22 02:40:00.0","","191672.343775132    ","450074.083675879    ","동물병원","","","000","0"
"3130000","313000001020120002","20121123","","01","영업/정상","0000","정상","","","","","02-338-0275","0","","서울특별시 마포구 합정동 473 마포 한강 2차 푸르지오 ","서울특별시 마포구 월드컵로3길 14, 123호 (합정동, 마포 한강 2차 푸르지오)","04024","캣&덴탈 하이디 동물병원","2022-03-16 18:48:17","U","2022-03-18 02:40:00.0","","192142.27136309     ","449868.964586499    ","동물병원","","","000","0"
"3150000","315000001020020012","20021205","","03","폐업","0002","폐업","20061027","","","","659-8275","0","","서울특별시 강서구 등촌동 663-23  번지 ","","","등촌동물병원","2006-10-27 15:27:59","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3130000","313000001020130004","20130524","","01","영업/정상","0000","정상","","","","","02-712-8875","0","","서울특별시 마포구 도화동 153 ","서울특별시 마포구 삼개로 28 (도화동)","04173","도화동물병원","2021-07-20 14:09:58","U","2021-07-22 02:40:00.0","","195267.884727681    ","448398.446051829    ","동물병원","","","000","0"
"3130000","313000001020130005","20130617","","01","영업/정상","0000","정상","","","","","02-338-2475","18.4","","서울특별시 마포구 서교동 494 ","서울특별시 마포구 양화로 72, 효성해링턴타워 101동 제1층 121,122호 (서교동)","04044","아이엠 동물병원","2020-07-07 15:42:19","U","2020-07-09 02:40:00.0","","192555.052010668    ","449861.955802692    ","동물병원","","","000",""
"3130000","313000001020130006","20130703","","01","영업/정상","0000","정상","","","","","02-701-0705","0","","서울특별시 마포구 공덕동 256-13 제일빌딩 ","서울특별시 마포구 만리재로 15, 제일빌딩 108호 (공덕동)","04214","공덕 건강한 동물병원","2021-07-20 14:10:37","U","2021-07-22 02:40:00.0","","195748.06444032     ","449145.578789461    ","동물병원","","","000","0"
"3130000","313000001019910001","19910305","","01","영업/정상","0000","정상","","","","","02-332-7984","0","","서울특별시 마포구 망원동 415-32번지 ","서울특별시 마포구 포은로 107, 2층 (망원동)","04009","서교동물병원","2019-05-08 13:24:27","U","2019-05-10 02:40:00.0","","191496.310307452    ","450483.171878794    ","동물병원","","","000",""
"3130000","313000001020010003","20010831","","01","영업/정상","0000","정상","","","","","02-335-5232","0","","서울특별시 마포구 상수동 310-1번지 ","서울특별시 마포구 독막로 85 (상수동)","04049","셀레네동물병원","2019-03-27 14:43:51","U","2019-03-29 02:40:00.0","","193103.496986712    ","449521.715347028    ","동물병원","","","000",""
"3130000","313000001020010004","20011124","","01","영업/정상","0000","정상","","","","","02-6375-0075","0","","서울특별시 마포구 신공덕동 159 신공덕2차삼성래미안 ","서울특별시 마포구 만리재로 74, 2상가 117호 (신공덕동, 신공덕2차삼성래미안)","04187","C.T.종합동물병원","2021-07-02 15:21:21","U","2021-07-04 02:40:00.0","","196221.545738817    ","449347.258524764    ","동물병원","","","000",""
"3130000","313000001019880001","19880330","","01","영업/정상","0000","정상","","","","","02-336-3929","0","","서울특별시 마포구 노고산동 56-7","서울특별시 마포구 신촌로16길 34(노고산동)","04057","서진동물병원","2022-07-11 15:02:19","U","2021-12-06 23:03:00.0","","194117.365875122","450220.187710375","","","","",""
"3130000","313000001020180006","20181031","","01","영업/정상","0000","정상","","","","","02-2088-1375","0","","서울특별시 마포구 염리동 156-1","서울특별시 마포구 백범로 130 (염리동)","04149","아이웰 동물의료센터","2022-09-28 16:44:50","U","2021-12-08 21:00:00.0","","195080.452995269","449320.304598791","","","","",""
"3130000","313000001020100003","20101129","","01","영업/정상","0000","정상","","","","","02-323-8275","0","","서울특별시 마포구 서교동 444-5","서울특별시 마포구 월드컵로 46 (서교동)","04029","로얄동물메디컬센터w","2022-12-19 10:15:11","U","2021-11-01 22:01:00.0","","192175.308432983","450127.186671719","","","","",""
"3130000","313000001019950001","19950706","","01","영업/정상","0000","정상","","","","","02-333-9558","0","","서울특별시 마포구 서교동 395-44 ","서울특별시 마포구 양화로 68 (서교동)","04044","뉴욕종합동물병원","2021-07-02 15:17:59","U","2021-07-04 02:40:00.0","","192513.424097452    ","449835.228830529    ","동물병원","","","000",""
"3130000","313000001019950002","19960108","","01","영업/정상","0000","정상","","","","","02-707-2340","0","","서울특별시 마포구 대흥동 337-41 ","서울특별시 마포구 대흥로 48 (대흥동)","04159","용강동물병원","2021-07-02 15:19:00","U","2021-07-04 02:40:00.0","","194584.871117123    ","449177.790847758    ","동물병원","","","000",""
"3130000","313000001019970001","19971213","","01","영업/정상","0000","정상","","","","","02-717-7571","0","","서울특별시 마포구 노고산동 1-67 ","서울특별시 마포구 신촌로 154 (노고산동)","04104","디엔씨동물병원","2021-07-02 15:19:36","U","2021-07-04 02:40:00.0","","194862.559289804    ","450454.69668079     ","동물병원","","","000",""
"3130000","313000001019980001","19980106","","01","영업/정상","0000","정상","","","","","02-364-3517","0","","서울특별시 마포구 아현동 331-11 ","서울특별시 마포구 신촌로 248 (아현동)","04115","월드펫동물병원","2021-09-28 17:39:28","U","2021-09-30 02:40:00.0","","195806.533554405    ","450529.146481834    ","동물병원","","","000","0"
"3130000","313000001020140012","20141121","","03","폐업","0002","폐업","20180614","","","","02 6083 1008","0","","","서울특별시 마포구 양화로 45, B층 101호 (서교동, 메세나폴리스 )","04036","메세나 프렌즈 동물병원","2018-07-09 08:59:06","I","2018-08-31 23:59:59.0","","192414.026879919    ","450075.48980200000  ","동물병원","","","000",""
"3130000","313000001020150002","20151130","","03","폐업","0002","폐업","","","","","","0","","","서울특별시 마포구 마포대로16길 7, 2층 (아현동)","04205","24시 산들산들 동물병원","2016-03-11 15:56:12","I","2018-08-31 23:59:59.0","","196089.306778496    ","449857.423324988    ","동물병원","","","000",""
"3130000","313000001020160003","20160302","","03","폐업","0002","폐업","20210609","","","","02-376-7675","0","","서울특별시 마포구 성산동 22통4반 청구아파트 102동 201호","서울특별시 마포구 월드컵북로 262 (성산동, 제2상가동 101,102호 성산시영아파트)","03935","마포 키다리 동물병원","2021-10-07 10:27:45","U","2021-10-09 02:40:00.0","","191263.451931121    ","452207.500653521    ","동물병원","","","000","0"
"3130000","313000001020160004","20160912","","03","폐업","0002","폐업","20171110","","","","02 704 1800","0","","서울특별시 마포구 노고산동 31-2번지 ","서울특별시 마포구 신촌로 108 (노고산동)","04101","신촌 동물병원","2017-12-08 09:17:11","I","2018-08-31 23:59:59.0","","194439.905305796    ","450321.511793847    ","동물병원","","","000",""
"3130000","313000001020170005","20170419","","03","폐업","0002","폐업","20190424","","","","02-332-7553","0","","","서울특별시 마포구 토정로 149, 2층 (상수동, 영재빌딩)","04077","동물병원 the 말랑","2019-04-25 17:57:38","U","2019-04-27 02:40:00.0","","193540.404138543    ","449294.607730714    ","동물병원","","","000",""
"3130000","313000001020100002","20120103","","03","폐업","0002","폐업","","","","","","0","","서울특별시 마포구 망원동 338-76번지 1층 ","서울특별시 마포구 포은로 64 (망원동,1층)","","하늘 동물병원","2012-01-04 13:55:42","I","2018-08-31 23:59:59.0","","191672.343775132    ","450074.083675879    ","동물병원","","","000",""
"3130000","313000001020110001","20110329","","03","폐업","0002","폐업","20180404","","","","","0","","서울특별시 마포구 성산동 572-0085번지 ","","","구림동물병원","2018-04-04 18:20:20","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3130000","313000001020110002","20110907","","03","폐업","0002","폐업","20140731","","","","309-4511","0","","서울특별시 마포구 성산동 94-4번지 ","서울특별시 마포구 월드컵북로 151 (성산동)","","이리온 동물병원","2014-07-31 16:47:27","I","2018-08-31 23:59:59.0","","192051.837086207    ","451527.748667617    ","동물병원","","","000",""
"3130000","313000001020110003","20111117","","03","폐업","0002","폐업","20140304","","","","","0","","서울특별시 마포구 창전동 19-1번지 ","서울특별시 마포구 서강로 79 (창전동)","","토리 동물병원","2015-04-07 09:16:02","I","2018-08-31 23:59:59.0","","193920.260011656    ","449788.593953461    ","동물병원","","","000",""
"3130000","313000001020130002","20130329","","03","폐업","0002","폐업","","","","","","0","","서울특별시 마포구 서교동 490번지 메사나폴리스 비동 101호","서울특별시 마포구 양화로 45 (서교동)","04036","메세나프렌즈 동물병원","2014-11-21 09:11:28","I","2018-08-31 23:59:59.0","","192311.642580307    ","449855.643910445    ","동물병원","","","000",""
"3130000","313000001020130003","20130329","","03","폐업","0002","폐업","20181107","","","","02-717-3333","0","","서울특별시 마포구 염리동 156-1번지 1층 ","서울특별시 마포구 백범로 130 (염리동)","04149","24시 공덕종합동물병원","2019-04-03 10:56:00","U","2019-04-05 02:40:00.0","","195080.452995269    ","449320.304598791    ","동물병원","","","000",""
"3130000","313000001020140001","20140210","","03","폐업","0002","폐업","","","","","027041800","0","","서울특별시 마포구 노고산동 31-2번지 ","서울특별시 마포구 신촌로 108 (노고산동)","04101","신촌동물병원","2016-09-19 10:08:36","I","2018-08-31 23:59:59.0","","194439.905305796    ","450321.511793847    ","동물병원","","","000",""
"3130000","313000001019650001","19650603","","03","폐업","0002","폐업","20080319","","","","","0","","서울특별시 마포구 동교동 167-29번지 정민빌딩 ","서울특별시 마포구 양화로 182, 정민빌딩 30호 (동교동)","04051","동교수의과병원","2019-06-19 11:05:46","U","2019-06-21 02:40:00.0","","193354.785619008    ","450613.813307035    ","동물병원","","","000",""
