시군구명,영업내용,사업장명칭,소재지 주소(지번),소재지 주소(도로명),신고일자,관리부서,관리부서 전화번호,데이터기준일
서울특별시 강남구,동물 ( 미용 ),마이펫동물의료센터,서울특별시 강남구 삼성동 119-3 성원빌딩 ,"서울특별시 강남구 삼성로 573, 성원빌딩 (삼성동)",2019-06-04,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),요미독 강아지 고양이 분양 애견샵 강남점,서울특별시 강남구 역삼동 681-4 1층 ,"서울특별시 강남구 언주로108길 17, 1층 (역삼동)",2019-06-05,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),프랑소와펫(압구정점),서울특별시 강남구 압구정동 369-1 현대아파트 현대상가 4동 108호,"서울특별시 강남구 압구정로29길 71, 현대상가 4동 108호 (압구정동, 현대아파트)",2019-06-19,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),한동물병원,서울특별시 강남구 개포동 1184-1 1층 ,"서울특별시 강남구 논현로10길 26, 1층 (개포동)",2019-07-18,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),필스타,서울특별시 강남구 신사동 600-10 1층 일부 ,"서울특별시 강남구 논현로164길 17, 1층 일부층 (신사동)",2019-07-23,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),샤워하는 강아지,서울특별시 강남구 역삼동 657-3 B102호,"서울특별시 강남구 봉은사로30길 27, B102호 (역삼동)",2019-08-06,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),페스츄리(PET'S TREE),서울특별시 강남구 역삼동 789-7 태광빌딩 102호,"서울특별시 강남구 역삼로 156, 태광빌딩 102호 (역삼동)",2019-08-08,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),꿈에 개린,서울특별시 강남구 역삼동 835-6 송현빌딩 2층 ,"서울특별시 강남구 도곡로7길 8, 송현빌딩 2층 (역삼동)",2019-10-02,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),(주)애니멀고,서울특별시 강남구 삼성동 60-24 ,서울특별시 강남구 삼성로120길 36 (삼성동),2019-10-14,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),(주)애니멀고(이동식미용),서울특별시 강남구 삼성동 60-24 ,서울특별시 강남구 삼성로120길 36 (삼성동),2019-10-18,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),대치동물메디컬센터,서울특별시 강남구 대치동 990-1 무진빌딩 1층 ,"서울특별시 강남구 도곡로 520, 무진빌딩 1층 (대치동)",2019-11-05,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),아이조아펫파크 강남점,서울특별시 강남구 논현동 256-14 ,서울특별시 강남구 봉은사로47길 59 (논현동),2020-02-13,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),프랑소와펫 강남센터점,서울특별시 강남구 신사동 639-6 ,서울특별시 강남구 압구정로46길 6 (신사동),2020-02-18,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),디자인독,서울특별시 강남구 논현동 190-17 ,"서울특별시 강남구 논현로113길 28, 101호 (논현동)",2020-03-23,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),커비동물병원,서울특별시 강남구 논현동 159-23 보령빌딩 104호,"서울특별시 강남구 강남대로122길 47, 보령빌딩 1층 104호 (논현동)",2020-05-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),Posh Paws(포쉬파우즈),서울특별시 강남구 역삼동 664-8 ,"서울특별시 강남구 언주로97길 36, 1층 (역삼동)",2020-06-11,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),조이피아,서울특별시 강남구 역삼동 687-8 제이플러스 ,"서울특별시 강남구 언주로106길 13, 1층 (역삼동, 제이플러스)",2020-07-08,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),킹독,서울특별시 강남구 역삼동 671-31 ,"서울특별시 강남구 논현로98길 34, 지하층 (역삼동)",2020-08-19,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),담담 그루밍 샵,서울특별시 강남구 삼성동 45-6 로프트원 ,"서울특별시 강남구 봉은사로71길 7, 1층 102호 (삼성동, 로프트원)",2020-08-28,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),Team MK(전설의 강아지),서울특별시 강남구 논현동 265-23 ,"서울특별시 강남구 선릉로115길 22, B101호 (논현동)",2020-09-07,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),머멍펫살롱(MuMung),서울특별시 강남구 논현동 272-26 코너스톤 주상복합 ,"서울특별시 강남구 봉은사로43길 18, 코너스톤 주상복합 102호 (논현동)",2020-09-17,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),해피퍼피 미용실,서울특별시 강남구 논현동 81-11 ,"서울특별시 강남구 논현로134길 5, 백양빌딩 지하 1층 (논현동)",2020-11-04,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),반려동물생활연구소 압구정점,서울특별시 강남구 신사동 549-1 타워빌딩 ,"서울특별시 강남구 압구정로 134, 타워빌딩 1층, 2층 (신사동)",2020-11-05,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),불도저 독 케어 센터,서울특별시 강남구 역삼동 612-3 ,서울특별시 강남구 테헤란로19길 78 (역삼동),2020-11-25,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),La Bellamoff(라 벨라모프),서울특별시 강남구 신사동 523-5 ,서울특별시 강남구 압구정로4길 24 (신사동),2020-12-07,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),BAOBEI(바오베이),서울특별시 강남구 논현동 34-6 ,"서울특별시 강남구 도산대로26길 55, 1층 (논현동)",2020-12-30,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),캐릭터그루밍,서울특별시 강남구 도곡동 467-24 우성캐릭터199 ,"서울특별시 강남구 언주로 118, 1층 116호 (도곡동, 우성캐릭터199)",2021-01-13,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),설레임,서울특별시 강남구 청담동 123-27 메호르디아 청담 1빌딩 ,"서울특별시 강남구 도산대로89길 19-16, 1층 (청담동, 메호르디아 청담 1빌딩)",2021-02-01,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),바오로(Baolo Pet&Grooming),서울특별시 강남구 개포동 158-8 ,"서울특별시 강남구 선릉로4길 13, 2층 (개포동)",2021-02-09,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),엘리 애견미용실,서울특별시 강남구 역삼동 771-20 ,"서울특별시 강남구 언주로71길 34, 1층 (역삼동)",2021-02-26,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),도킹어바웃,서울특별시 강남구 개포동 1191-4 지수빌딩 ,"서울특별시 강남구 논현로 18, 지수빌딩 지하1층 (개포동)",2021-03-09,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),트윈살롱,서울특별시 강남구 논현동 85-13 ,"서울특별시 강남구 언주로133길 23, 1층 (논현동)",2021-04-01,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),KNOLLO(놀로),서울특별시 강남구 청담동 46 베디베로스퀘어 ,"서울특별시 강남구 삼성로133길 7, 베디베로스퀘어 지하1층 (청담동)",2021-04-09,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),그레이닝 Graining,서울특별시 강남구 청담동 60 청담공원아파트 ,"서울특별시 강남구 도산대로96길 39, 1층 (청담동, 청담공원아파트)",2021-04-09,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),닥터박동물병원,서울특별시 강남구 역삼동 641-10 아승빌딩 ,"서울특별시 강남구 논현로 515, 아승빌딩 1층 (역삼동)",2021-05-17,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),주식회사 천일오토모빌,서울특별시 강남구 논현동 94 ,"서울특별시 강남구 도산대로 334, 7층 (논현동)",2021-06-14,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),얼바인 동물병원,서울특별시 강남구 자곡동 670 강남센터뷰 ,"서울특별시 강남구 밤고개로 223, 강남센터뷰 1층 103호 (자곡동)",2021-06-15,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),몽셰리,서울특별시 강남구 논현동 225-6 논현 아이파크 ,"서울특별시 강남구 언주로 615, 논현 아이파크 103동 B130호 (논현동)",2021-07-27,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),애니살롱,서울특별시 강남구 삼성동 103-16 ,"서울특별시 강남구 봉은사로109길 22-5, 1층 (삼성동)",2021-08-20,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),다랑 동물병원,서울특별시 강남구 개포동 1281 디에이치아너힐즈 ,"서울특별시 강남구 삼성로 11, 상가동 103,104호 (개포동, 디에이치아너힐즈)",2021-09-06,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),algok kennel(알곡켄넬),서울특별시 강남구 청담동 122-4 성영파크빌라 ,"서울특별시 강남구 도산대로85길 18, 1층 (청담동, 성영파크빌라)",2021-09-08,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 운송 ),캣틀리에,"서울특별시 강남구 대치동 955-6 H 복합빌딩,4층 ","서울특별시 강남구 역삼로83길 24, H 복합빌딩 4층 (대치동)",2018-04-25,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 운송 ),봉브라더스,서울특별시 강남구 논현동 181-12 2층 ,"서울특별시 강남구 강남대로118길 39, 2층 (논현동)",2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 운송 ),주식회사 펫플라이,서울특별시 강남구 논현동 203-1 거평타운 1417호,"서울특별시 강남구 봉은사로 129, 거평타운 1417호 (논현동)",2018-12-03,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 운송 ),이안동물의학센터,서울특별시 강남구 청담동 86 5층 ,"서울특별시 강남구 선릉로 806, 5층 (청담동)",2019-01-16,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 운송 ),간다하개,서울특별시 강남구 수서동 708 삼익아파트 403동 701호,"서울특별시 강남구 광평로51길 27, 403동 701호 (수서동, 삼익아파트)",2019-01-25,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 운송 ),아지원,서울특별시 강남구 청담동 58-12 1층 ,"서울특별시 강남구 도산대로96길 13, 1층 (청담동)",2019-10-07,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 운송 ),펫이동서비스,서울특별시 강남구 역삼동 621-8 (건축물대장에는 201호) 301호,"서울특별시 강남구 봉은사로6길 52, (건축물대장에는 201호) 301호 (역삼동)",2019-12-06,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 운송 ),알라딘펫택시,서울특별시 강남구 역삼동 751-16 212호,"서울특별시 강남구 역삼로 139, 212호 (역삼동)",2020-06-16,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 운송 ),윤명원 펫택시,서울특별시 강남구 율현동 217 강남 한신휴플러스 8단지 ,"서울특별시 강남구 밤고개로27길 20, 803동 403호 (율현동, 강남 한신휴플러스 8단지)",2020-08-14,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 운송 ),최민주 펫택시,서울특별시 강남구 일원동 711 수서1단지 에스에이치빌 ,"서울특별시 강남구 양재대로55길 10, 109동 408호 (일원동, 수서1단지 에스에이치빌)",2020-09-07,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 운송 ),24개스트하우스,서울특별시 강남구 역삼동 626-29 ,서울특별시 강남구 봉은사로20길 52 (역삼동),2020-10-28,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 운송 ),코코스퀘어,서울특별시 강남구 논현동 50-1 논현빌딩 ,"서울특별시 강남구 강남대로 556, 논현빌딩 19층 (논현동)",2021-02-08,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 운송 ),아롱다롱 펫택시,서울특별시 강남구 논현동 254-6 ,"서울특별시 강남구 선릉로125길 5-3, 301호 (논현동)",2021-08-05,지역경제과,02-3423-5518,2022-09-22
